id,ad_type,km,car_year,location,zipcode,date_posted,date_scrape,title,price,model,days_tracked,price_change,price_diff,price_diff_pct,time_on_market,first_seen,age,price_per_km,price_per_year,posted_today
2190421599,offer,99300,2012,25479 Ellerau,25479,23/08/2022,05/12/2025,Dacia Sandero 1.2 16V 75 Ambiance,1999,Sandero,11,No Change,0,0.0,0,05/08/2025,13,0.02,142.79,No
2191127065,offer,114968,2015,29410 Salzwedel,29410,24/08/2022,05/12/2025,Dacia Logan MCV II Kombi Ambiance 1.HAND,4499,Logan,12,No Change,0,0.0,0,05/08/2025,10,0.04,409.0,No
2238028584,offer,49500,2019,67590 Monsheim,67590,10/10/2022,06/12/2025,"Dacia Sandero SCe 75 Comfort, Klima, AHK, Alu",7499,Sandero,41,No Change,0,0.0,0,06/01/2025,6,0.15,1071.29,No
2289624219,offer,59211,2018,06366 Köthen (Anhalt),06366,30/11/2022,06/12/2025,Dacia Sandero II Stepway Celebration !Top Zustand!,12200,Sandero,40,No Change,0,0.0,0,06/01/2025,7,0.21,1525.0,No
2304933297,offer,,,15366 Hoppegarten,15366,26/03/2024,05/12/2025,Auto Pkw Motorrad Ankauf auch gerne Umgebung,999,Other,22,No Change,0,0.0,0,05/08/2025,,,,No
2332945859,offer,179636,2016,01159 Löbtau-​Süd,01159,18/01/2023,06/12/2025,"Dacia Logan MCV 1.2 54KW EURO6,1.HAND,KLIMA,TÜV11/2026",4500,Logan,40,No Change,0,0.0,0,06/01/2025,9,0.03,450.0,No
2340522330,offer,17500,2022,67269 Grünstadt,67269,26/01/2023,06/12/2025,Dacia Sandero SCe Comfort Klima Tempo LED,11850,Sandero,41,No Change,0,0.0,0,06/01/2025,3,0.68,2962.5,No
2364740557,offer,14200,2022,92552 Teunz,92552,21/02/2023,05/12/2025,Dacia Spring electric comfort plus Orange,13500,Spring,32,No Change,0,0.0,0,06/01/2025,3,0.95,3375.0,No
2366780207,offer,24000,2017,04610 Meuselwitz,04610,23/02/2023,06/12/2025,Dacia Sandero TCe 90 Stepway Celebration + ORIG 24 TKM,10999,Sandero,40,No Change,0,0.0,0,06/01/2025,8,0.46,1222.11,No
2370390879,offer,12322,2022,13581 Spandau,13581,27/02/2023,05/11/2025,Dacia Spring Electric Comfort 33kW Klima Tempomat,6880,Spring,23,No Change,0,0.0,0,06/01/2025,3,0.56,1720.0,No
2387750470,offer,69000,2014,30455 Ahlem-​Badenstedt-​Davenstedt,30455,17/03/2023,05/12/2025,Dacia Logan MCV II*ZahnriemenNeu*ServiceNeu*TüvNeu*,4500,Logan,38,No Change,0,0.0,0,06/01/2025,11,0.07,375.0,No
2395725331,offer,165000,2013,94447 Plattling,94447,25/03/2023,06/12/2025,Dacia SANDERO II 1.2 ESSENTIEL LIMOUSINE-1.HAND-EURO5,2500,Sandero,31,No Change,0,0.0,0,06/01/2025,12,0.02,192.31,No
2418824748,offer,107000,2016,31535 Neustadt am Rübenberge,31535,18/04/2023,05/12/2025,Dacia Lodgy TCe 115 Stepway.1Hand.Tüv Neu.107TKm.Klima,8000,Lodgy,7,No Change,0,0.0,0,05/08/2025,9,0.07,800.0,No
2425768740,offer,233641,2013,29410 Salzwedel,29410,26/04/2023,06/12/2025,Dacia Sandero II TCe 90 Laureate 1.HD KLIMA SCHECKHEFT,4499,Sandero,40,No Change,0,0.0,0,06/01/2025,12,0.02,346.08,No
2437897172,offer,83277,2017,93055 Regensburg,93055,09/05/2023,06/12/2025,Dacia Sandero II 1.5 Stepway Prestige,6000,Sandero,40,No Change,0,0.0,0,06/01/2025,8,0.07,666.67,No
2443277483,offer,160000,2012,94447 Plattling,94447,16/05/2023,06/12/2025,Dacia LOGAN 1.6 MCV KOMBI-2.HAND-TOP ZUSTAND-TÜV 2025,4990,Logan,31,No Change,0,0.0,0,06/01/2025,13,0.03,356.43,No
2445191049,offer,20000,2015,94447 Plattling,94447,18/05/2023,06/12/2025,Dacia DOKKER EXPRESS KASTENWAGEN TRANSPORTER 1.HAND,13990,Dokker,31,No Change,0,0.0,0,06/01/2025,10,0.7,1271.82,No
2449397392,offer,184000,2014,72622 Nürtingen,72622,26/04/2025,05/11/2025,Dacia Logan MCV II 1.216V,3990,Logan,13,No Change,0,0.0,0,05/01/2025,11,0.02,332.5,No
2456392995,wanted,200000,2000,64579 Gernsheim,64579,21/03/2025,05/12/2025,Suche Alle Dacia Modelle.Höchstpreise Deutschlandweit!!,9900,Other,23,No Change,0,0.0,0,05/08/2025,25,0.05,380.77,No
2457174930,offer,75000,2015,94447 Plattling,94447,01/06/2023,06/12/2025,Dacia DOKKER EXPRESS KASTENWAGEN TRANSPORTER 2.HAND,12750,Dokker,31,No Change,0,0.0,0,06/01/2025,10,0.17,1159.09,No
2457391333,offer,140910,2008,23623 Ahrensbök,23623,01/06/2023,06/12/2025,Dacia Logan MCV Kombi Basis,3500,Logan,40,No Change,0,0.0,0,06/01/2025,17,0.02,194.44,No
2466482897,offer,24000,2022,90469 Aussenstadt-​Sued,90469,12/06/2023,05/12/2025,Sandero Stepway (LPG) Comfort TCe 100 ECo-G,14000,Sandero,24,No Change,0,0.0,0,05/08/2025,3,0.58,3500.0,No
2469780625,offer,98530,2020,64711 Erbach,64711,16/06/2023,05/08/2025,Dacia Sandero Blue dCi 95 Stepway Prestige,12490,Sandero,1,No Change,0,0.0,,05/08/2025,5,0.13,2081.67,No
2478121248,offer,108308,2017,18233 Alt Bukow,18233,26/06/2023,06/12/2025,Dacia Duster I Black Shadow 4x2,3300,Duster,37,No Change,0,0.0,0,06/01/2025,8,0.03,366.67,No
2491951713,offer,1100,2022,04229 Kleinzschocher,04229,13/07/2023,06/12/2025,Dacia Spring Comfort Plus Look-Paket Orange,14999,Spring,40,No Change,0,0.0,0,06/01/2025,3,13.64,3749.75,No
2499986399,offer,113000,2012,73101 Aichelberg,73101,22/07/2023,06/12/2025,Dacia Sandero 1.2 16V 75 mit noch fast zwei jahren Tüv,4500,Sandero,41,No Change,0,0.0,0,06/01/2025,13,0.04,321.43,No
2503266751,offer,150850,2013,71540 Murrhardt,71540,26/07/2023,06/12/2025,Dacia Sandero II Laureate,2500,Sandero,41,No Change,0,0.0,0,06/01/2025,12,0.02,192.31,No
2511462120,offer,38322,2021,39112 Magdeburg,39112,04/08/2023,06/12/2025,"Dacia Lodgy Stepway, 7-Sitze,Navi,Klima,PDC,Tempomat",16950,Lodgy,40,Decreased,500,2.95,0,06/01/2025,4,0.44,3390.0,No
2516755309,offer,77420,2018,15234 Frankfurt (Oder),15234,09/08/2023,05/12/2025,Dacia Lodgy Stepway.Klima.Navi.Tempomat.SHZ.,12950,Lodgy,26,No Change,0,0.0,0,06/01/2025,7,0.17,1618.75,No
2526799866,offer,21000,2020,39116 Magdeburg,39116,22/08/2023,06/12/2025,Dacia Duster TCe 100 ECO-G 2WD Deal Alu  Freisprech,13998,Duster,40,No Change,0,0.0,0,06/01/2025,5,0.67,2333.0,No
2535595586,offer,183520,2007,01237 Reick,01237,02/09/2023,06/12/2025,Dacia Logan MCV 1.6 16V Lauréate 77kW *Klima*,1699,Logan,40,No Change,0,0.0,0,06/01/2025,18,0.01,89.42,No
2539736500,offer,11500,2022,93351 Painten,93351,07/09/2023,05/11/2025,Dacia Spring Essential,12800,Spring,4,No Change,0,0.0,92,05/08/2025,3,1.11,3200.0,No
2542593603,offer,169989,2012,26446 Friedeburg,26446,10/09/2023,06/12/2025,Dacia SANDERO STEPWAY 1.6LPG*KLIMA*EFH*FZV*LM*GJR*HU25,3999,Sandero,40,No Change,0,0.0,0,06/01/2025,13,0.02,285.64,No
2558978457,offer,4761,2022,15936 Dahme/​Mark,15936,30/09/2023,06/12/2025,Dacia Spring Electric Comfort Plus,5899,Spring,40,No Change,0,0.0,0,06/01/2025,3,1.24,1474.75,No
2562886146,offer,83515,2015,86167 Augsburg,86167,04/10/2023,05/12/2025,Dacia Logan MCV TCe 90,3990,Logan,14,No Change,0,0.0,0,05/08/2025,10,0.05,362.73,No
2565056571,offer,76000,2019,25693 St. Michaelisdonn,25693,20/04/2025,06/12/2025,Dacia Dokker Express Comfort.1HAND.NAVI.KLIMA.AHK,11990,Dokker,47,No Change,0,0.0,0,06/01/2025,6,0.16,1712.86,No
2605346543,offer,111077,2018,13127 Französisch Buchholz,13127,17/11/2023,06/12/2025,Dacia Sandero II Comfort,7470,Sandero,40,No Change,0,0.0,0,06/01/2025,7,0.07,933.75,No
2605473375,offer,142500,2013,96138 Burgebrach,96138,18/11/2023,06/12/2025,Dacia Sandero 1.2 16V 75 LIVE II,1990,Sandero,40,No Change,0,0.0,0,06/01/2025,12,0.01,153.08,No
2606126959,offer,195000,2015,24145 Meimersdorf-​Moorsee,24145,18/11/2023,06/12/2025,Dacia Lodgy TCe 115 Ambiance,3999,Lodgy,40,No Change,0,0.0,0,06/01/2025,10,0.02,363.55,No
2609254113,offer,159704,2010,01159 Löbtau-​Süd,01159,21/11/2023,06/12/2025,"Dacia Sandero 1.2 55KW EURO5,1.HAND,KLIMA,TÜV10/2025",3200,Sandero,40,No Change,0,0.0,0,06/01/2025,15,0.02,200.0,No
2622650355,offer,67800,2006,99817 Eisenach,99817,06/12/2023,06/12/2025,Dacia Logan Laureate 1.6 Klima,1999,Logan,40,No Change,0,0.0,0,06/01/2025,19,0.03,99.95,No
2623219595,offer,177000,2007,07549 Gera,07549,07/12/2023,05/12/2025,"Dacia Logan 1,5 dCi / Diesel TÜV neu",2950,Logan,23,No Change,0,0.0,0,05/08/2025,18,0.02,155.26,No
2644566284,offer,96641,2013,74076 Heilbronn,74076,16/09/2024,06/12/2025,Dacia Duster 1.6 16V,7699,Duster,41,No Change,0,0.0,0,06/01/2025,12,0.08,592.23,No
2650223189,offer,123409,2006,77836 Rheinmünster,77836,11/01/2024,06/12/2025,Dacia Logan 1.4 MPI AG-NR:14446,950,Logan,41,No Change,0,0.0,0,06/01/2025,19,0.01,47.5,No
2650932565,offer,65600,2019,99735 Werther bei Nordhausen,99735,12/01/2024,06/12/2025,Dacia Duster 1.5 TCe Adventure KAMERA SITZH TOTWINKEL,14980,Duster,40,No Change,0,0.0,0,06/01/2025,6,0.23,2140.0,No
2659596397,offer,134000,2014,72379 Hechingen,72379,22/01/2024,06/12/2025,Dacia Logan MCV II 1.5 dci*Navi*Temp*1.Hand*Tüv Neu !!,5999,Logan,41,No Change,0,0.0,0,06/01/2025,11,0.04,499.92,No
2666556008,offer,186000,2008,17109 Demmin,17109,30/01/2024,05/12/2025,Dacia Sandero Ambiance mit KLIMA,3990,Sandero,7,No Change,0,0.0,0,05/08/2025,17,0.02,221.67,No
2667048695,wanted,190000,2011,46049 Oberhausen,46049,07/06/2025,06/12/2025,Ankauf mit Motorschaden Dacia duster sandero lodgy Logan Dokker,3000,Sandero,55,No Change,0,0.0,0,05/01/2025,14,0.02,200.0,No
2671352068,offer,19500,2022,86825 Bad Wörishofen,86825,04/02/2024,05/10/2025,Dacia Spring Comfort Plus Comfort Plus CCS  IDIVIDUAL,10499,Spring,3,No Change,0,0.0,61,05/08/2025,3,0.54,2624.75,No
2673634417,offer,9989,2022,26446 Friedeburg,26446,07/02/2024,06/12/2025,Dacia DUSTER TCe100 ECO-G 2WD PRESTIGE+*BIVALENT*LPG*,18999,Duster,40,No Change,0,0.0,0,06/01/2025,3,1.9,4749.75,No
2680489549,offer,42893,2021,13189 Pankow,13189,15/03/2024,06/01/2025,"Dacia Lodgy Blue dCi Stepway,7-Sitzer ,Lieferung moeglich",16900,Lodgy,11,No Change,0,0.0,0,06/01/2025,4,0.39,3380.0,No
2681214715,offer,91199,2017,83043 Bad Aibling,83043,16/02/2024,06/12/2025,Dacia Duster 1.6 SCe 115 Laureate 4x2*KLIMA-NAVI-ALU*,11999,Duster,40,No Change,0,0.0,0,06/01/2025,8,0.13,1333.22,No
2684337032,offer,30141,2021,71088 Holzgerlingen,71088,19/02/2024,06/12/2025,Dacia Sandero III Stepway Comfort*ALU*EFH*PDC,13990,Sandero,41,Decreased,400,2.78,0,06/01/2025,4,0.46,2798.0,No
2685204072,offer,34000,2009,26954 Nordenham,26954,20/02/2024,06/12/2025,Dacia Sandero 1.4 MPI KM 34000 ZAHNRIEMEN GERISSEN,1550,Sandero,40,No Change,0,0.0,0,06/01/2025,16,0.05,91.18,No
2688613665,offer,232300,2008,24145 Meimersdorf-​Moorsee,24145,24/02/2024,06/12/2025,Dacia Sandero 1.4 MPI Ambiance,1700,Sandero,40,No Change,0,0.0,0,06/01/2025,17,0.01,94.44,No
2690429245,offer,148000,2015,63128 Dietzenbach,63128,26/02/2024,06/12/2025,Dacia Lodgy Prestige,2980,Lodgy,40,No Change,0,0.0,0,06/01/2025,10,0.02,270.91,No
2690653637,offer,220300,2014,25479 Ellerau,25479,26/02/2024,06/12/2025,Dacia Lodgy TCe 115 Lauréate,2750,Lodgy,40,No Change,0,0.0,0,06/01/2025,11,0.01,229.17,No
2697248317,offer,121900,2013,64625 Bensheim,64625,04/03/2024,06/12/2025,Dacia Lodgy Laureate,6900,Lodgy,40,No Change,0,0.0,0,06/01/2025,12,0.06,530.77,No
2699281854,offer,73550,2018,66424 Homburg,66424,07/03/2024,05/12/2025,Dacia Duster Prestige TCe 125 4x2,14900,Duster,32,No Change,0,0.0,0,06/01/2025,7,0.2,1862.5,No
2699635382,offer,10224,2022,66953 Pirmasens,66953,07/03/2024,06/12/2025,Dacia Duster TCe 100 ECO-G 2WD Prestige Prestige,17900,Duster,41,No Change,0,0.0,0,06/01/2025,3,1.75,4475.0,No
2700538801,offer,140000,2011,79108 Freiburg im Breisgau,79108,08/03/2024,06/12/2025,Dacia Logan MCV Kombi Laureate 1.6  Nr.  30,3950,Logan,41,No Change,0,0.0,0,06/01/2025,14,0.03,263.33,No
2701615509,offer,22200,2023,99425 Weimar,99425,09/03/2024,06/12/2025,Dacia Spring electric mit CCS Sommer- und Winterreifen,14499,Spring,40,No Change,0,0.0,0,06/01/2025,2,0.65,4833.0,No
2703402818,offer,15500,2022,91466 Gerhardshofen,91466,11/03/2024,06/12/2025,Dacia Spring Comfort Plus,12000,Spring,40,No Change,0,0.0,0,06/01/2025,3,0.77,3000.0,No
2703417767,offer,93092,2018,93055 Regensburg,93055,11/03/2024,06/12/2025,Dacia DUSTER TCe 125 4WD Prestige,15560,Duster,40,No Change,0,0.0,0,06/01/2025,7,0.17,1945.0,No
2707472917,offer,35000,2022,96215 Lichtenfels,96215,16/03/2024,06/12/2025,Dacia Spring Essential Essential,9800,Spring,9,Decreased,880,8.24,0,05/08/2025,3,0.28,2450.0,No
2709305278,offer,4077,2022,72762 Reutlingen,72762,17/03/2024,06/12/2025,Dacia Spring Essential Expression Electric 45 CCS Gara,11600,Spring,19,No Change,0,0.0,0,06/01/2025,3,2.85,2900.0,No
2711928800,offer,41700,2014,06536 Südharz,06536,20/03/2024,06/12/2025,Dacia Duster dCi 110 4x4 Prestige Prestige,12499,Duster,40,No Change,0,0.0,0,06/01/2025,11,0.3,1041.58,No
2712825496,offer,58000,2015,29223 Celle,29223,21/03/2024,06/12/2025,Dacia Logan MCV II Kombi Laureate*Klima,6500,Logan,40,Decreased,490,7.01,0,06/01/2025,10,0.11,590.91,No
2714396519,offer,72000,2014,65197 Wiesbaden,65197,23/03/2024,06/12/2025,Dacia Sandero II Laureate,4900,Sandero,40,No Change,0,0.0,0,06/01/2025,11,0.07,408.33,No
2717866021,offer,76550,2018,04720 Döbeln,04720,25/03/2025,03/28/2025,Dacia Duster TCe 125 4WD Prestige,16490,Duster,4,No Change,0,0.0,0,03/28/2025,7,0.22,2061.25,No
2720037468,offer,177000,2007,07629 St Gangloff,07629,29/03/2024,06/12/2025,"Dacia Logan 1,5 DCI , Diesel , TÜV neu , Top",2950,Logan,40,No Change,0,0.0,0,06/01/2025,18,0.02,155.26,No
2721132900,offer,120000,2019,39288 Burg,39288,30/03/2024,05/12/2025,Dacia Logan MCV II Kombi Essential *Erste Hand*,7600,Logan,7,Decreased,1700,22.37,0,05/08/2025,6,0.06,1085.71,No
2723739153,offer,26051,2021,67292 Kirchheimbolanden,67292,15/04/2025,05/12/2025,Dacia Dokker Express /Klima/2xSchiebetür/ZV/M&S Reifen,12255,Dokker,40,No Change,0,0.0,0,06/01/2025,4,0.47,2451.0,No
2726782983,offer,18500,2022,21357 Bardowick,21357,05/04/2024,06/12/2025,Dacia Sandero III Stepway Comfort,16280,Sandero,40,No Change,0,0.0,0,06/01/2025,3,0.88,4070.0,No
2729399784,offer,203584,2007,99085 Erfurt,99085,08/04/2024,06/12/2025,Dacia Logan Prestige 1.6*Klima*TÜV+SERVICE NEU,2490,Logan,40,No Change,0,0.0,0,06/01/2025,18,0.01,131.05,No
2730204020,offer,60403,2018,19073 Wittenförden,19073,09/04/2024,06/12/2025,Dacia Logan MCV II Kombi Comfort,9900,Logan,39,No Change,0,0.0,0,06/01/2025,7,0.16,1237.5,No
2730340741,offer,40764,2019,84032 Altdorf,84032,01/04/2025,05/12/2025,Dacia Sandero Comfort TCe 90 Navi Klimaaut. PDC  Comfo,13480,Sandero,38,No Change,0,0.0,0,04/01/2025,6,0.33,1925.71,No
2731073424,offer,13600,2023,55595 Roxheim,55595,05/04/2025,04/09/2025,DACIA DUSTER JOURNEY TCE 150 EDC SCHWARZ AUTOMATIK,20000,Duster,3,Decreased,1200,5.66,62,04/07/2025,2,1.47,6666.67,No
2731943805,offer,2500,2023,28199 Neustadt,28199,11/04/2024,06/12/2025,Dacia Spring Electric 45 Essential CCS  Electric 45 Es,16480,Spring,41,No Change,0,0.0,0,06/01/2025,2,6.59,5493.33,No
2731947729,offer,18500,2021,96185 Schönbrunn,96185,11/04/2024,05/12/2025,"Dacia Spring Electric 45 Comfort Plus Kamera, Navi",10990,Spring,16,No Change,0,0.0,0,05/08/2025,4,0.59,2198.0,No
2731948873,offer,6823,2023,36043 Fulda,36043,11/04/2024,06/12/2025,Dacia Spring Electric 45 Essential+CCS+KLIMA+KAMERA+US,13980,Spring,40,No Change,0,0.0,0,06/01/2025,2,2.05,4660.0,No
2731951361,offer,16500,2022,18146 Rostock,18146,11/04/2024,06/12/2025,Dacia Sandero Stepway Comfort TCe 100 ECO-G,16990,Sandero,39,No Change,0,0.0,0,06/01/2025,3,1.03,4247.5,No
2731992606,offer,160000,2013,06112 Halle,06112,11/04/2024,05/12/2025,Dacia Logan MCV II TCe90 Kombi Laureate*,3490,Logan,32,No Change,0,0.0,0,06/01/2025,12,0.02,268.46,No
2733226968,offer,121000,2010,92637 Weiden (Oberpfalz),92637,12/04/2024,06/12/2025,Dacia Logan Express Ambiance,2250,Logan,40,No Change,0,0.0,0,06/01/2025,15,0.02,140.62,No
2735524404,offer,189304,2007,06542 Allstedt,06542,15/04/2024,06/12/2025,Dacia Logan MCV Kombi 1.4 MPI Ambiance,1990,Logan,40,No Change,0,0.0,0,06/01/2025,18,0.01,104.74,No
2735558811,offer,19000,2023,48455 Bad Bentheim,48455,15/04/2024,06/12/2025,Dacia Spring Electric Essential Navigation,7950,Spring,40,No Change,0,0.0,0,06/01/2025,2,0.42,2650.0,No
2735759611,offer,45518,2016,17489 Greifswald,17489,15/04/2024,06/12/2025,Dacia Lodgy 1.2 Laureate Klima/Tempomat/PDC/TÜV NEU,11490,Lodgy,39,No Change,0,0.0,0,06/01/2025,9,0.25,1149.0,No
2736215970,offer,115500,2015,64625 Bensheim,64625,15/04/2024,05/12/2025,Dacia Duster I Laureate 4x2,8100,Duster,34,No Change,0,0.0,0,06/01/2025,10,0.07,736.36,No
2736244435,offer,220000,2014,09468 Tannenberg,09468,16/04/2024,05/12/2025,"Dacia Logan MCV II Kombi / dCi 90 / Prestige, sparsamer Diesel",4980,Logan,32,No Change,0,0.0,0,06/01/2025,11,0.02,415.0,No
2742388906,offer,124000,2016,97236 Randersacker,97236,22/04/2024,05/12/2025,Dacia Lodgy 1.6 Klima 1.Hand 7Sitz Eu6 Tempomat FuZv,4600,Lodgy,25,No Change,0,0.0,0,06/01/2025,9,0.04,460.0,No
2742408857,offer,20000,2022,70825 Korntal-​Münchingen,70825,22/04/2024,06/12/2025,Dacia Duster  Prestige+   Benzin/Lpg - alle extras -,18900,Duster,39,No Change,0,0.0,0,06/01/2025,3,0.94,4725.0,No
2745649600,offer,167000,2013,72461 Albstadt,72461,26/04/2024,06/12/2025,Dacia Logan MCV 1.6 MPI LPG 85 Klima,2600,Logan,41,Decreased,300,10.34,0,06/01/2025,12,0.02,200.0,No
2746397886,wanted,12000,2022,02977 Hoyerswerda,02977,27/04/2024,06/12/2025,Dacia Spring günstig von privat gesucht,,Spring,40,Unknown,,,0,06/01/2025,3,,,No
2749337861,offer,4678,2023,01257 Lockwitz,01257,29/03/2025,06/12/2025,Dacia Spring Extreme ELECTRIC 65,13590,Spring,44,No Change,0,0.0,0,04/01/2025,2,2.91,4530.0,No
2752844242,offer,182000,2009,14641 Nauen,14641,04/05/2024,06/12/2025,Dacia Sandero 1.4 MPI+kein Klima+kein TUV+NR67,899,Sandero,35,Decreased,100,10.01,0,06/03/2025,16,0.0,52.88,No
2754657401,offer,111200,2011,99869 Emleben,99869,06/05/2024,05/12/2025,"Dacia Sandero 1.6 MPI 85 Stepway Klima,TÜV,AHK",4989,Sandero,23,No Change,0,0.0,0,05/08/2025,14,0.04,332.6,No
2760255419,offer,83758,2018,18233 Neubukow,18233,13/05/2024,06/12/2025,Dacia Sandero II Comfort,2900,Sandero,36,No Change,0,0.0,0,06/01/2025,7,0.03,362.5,No
2761070836,offer,328980,2011,26845 Nortmoor,26845,14/05/2024,06/12/2025,Dacia Duster I Ambiance 4x2 / erste Hand  / AHK,3900,Duster,40,No Change,0,0.0,0,06/01/2025,14,0.01,260.0,No
2762796663,offer,124000,2009,66740 Saarlouis,66740,16/05/2024,06/12/2025,"Dacia Sandero Basis 1,4 *1-Hand*",1780,Sandero,40,Decreased,210,10.55,0,06/01/2025,16,0.01,104.71,No
2768207145,offer,51600,2017,66424 Homburg,66424,22/05/2024,06/12/2025,Dacia Sandero Celebration TCe 90,11950,Sandero,40,No Change,0,0.0,0,06/01/2025,8,0.23,1327.78,No
2769157247,offer,140000,2015,77933 Lahr (Schwarzwald),77933,23/05/2024,06/12/2025,Dacia Sandero II Essentiel,4400,Sandero,41,No Change,0,0.0,0,06/01/2025,10,0.03,400.0,No
2770005165,offer,167914,2014,15370 Fredersdorf-​Vogelsdorf,15370,24/05/2024,06/12/2025,"Dacia Lodgy Prestige  Klima, Tüv 04.2026",5290,Lodgy,40,No Change,0,0.0,0,06/01/2025,11,0.03,440.83,No
2770528723,offer,28774,2022,34613 Schwalmstadt,34613,25/05/2024,06/12/2025,Verkaufe meinen Dacia Duster Prestige+,21873,Duster,40,No Change,0,0.0,0,06/01/2025,3,0.76,5468.25,No
2776822315,offer,19600,2023,83707 Bad Wiessee,83707,01/06/2024,06/12/2025,"Dacia Spring Essential, KAMERA, CCS Schnelllader, NAV",14990,Spring,40,No Change,0,0.0,0,06/01/2025,2,0.76,4996.67,No
2778644134,offer,111700,2013,64625 Bensheim,64625,02/06/2024,06/12/2025,Dacia Lodgy Prestige,6900,Lodgy,40,No Change,0,0.0,0,06/01/2025,12,0.06,530.77,No
2779525473,offer,5000,2023,09376 Oelsnitz/​Erzgeb.,09376,04/06/2024,06/12/2025,Dacia Spring Essential 45,14900,Spring,40,No Change,0,0.0,0,06/01/2025,2,2.98,4966.67,No
2779741073,offer,159000,2017,29221 Celle,29221,04/06/2024,06/12/2025,Dacia Sandero II Essentiel,5490,Sandero,39,No Change,0,0.0,0,06/01/2025,8,0.03,610.0,No
2780019414,offer,75100,2009,25479 Ellerau,25479,04/06/2024,06/12/2025,Dacia Sandero 1.4 MPI Ambiance,999,Sandero,40,No Change,0,0.0,0,06/01/2025,16,0.01,58.76,No
2780621650,offer,80800,2018,56235 Ransbach-​Baumbach,56235,05/06/2024,06/12/2025,Dacia Logan MCV II Kombi Comfort *Navi *Kamera,9490,Logan,41,No Change,0,0.0,0,06/01/2025,7,0.12,1186.25,No
2785483307,offer,157000,2017,14167 Zehlendorf,14167,11/06/2024,06/12/2025,Dacia Dokker Express TCe 115 Camperbasis,7490,Dokker,40,Decreased,490,6.54,0,06/01/2025,8,0.05,832.22,No
2786026788,offer,85873,2019,65779 Kelkheim,65779,12/06/2024,06/12/2025,Dacia Duster II Adventure,11990,Duster,40,No Change,0,0.0,0,06/01/2025,6,0.14,1712.86,No
2786227801,offer,11000,2021,25573 Beidenfleth,25573,12/06/2024,06/12/2025,Dacia Spring Electric Comfort Klima/FSE,12800,Spring,40,No Change,0,0.0,0,06/01/2025,4,1.16,2560.0,No
2786274146,offer,159618,2015,18233 Neubukow,18233,12/06/2024,06/12/2025,Dacia Sandero II Stepway Prestige,2300,Sandero,36,No Change,0,0.0,0,06/01/2025,10,0.01,209.09,No
2787927228,offer,56500,2019,07629 Hermsdorf,07629,14/06/2024,06/12/2025,Dacia Duster II Prestige *Garantie*360°Kamera*1.Hand,13599,Duster,40,No Change,0,0.0,0,06/01/2025,6,0.24,1942.71,No
2790364889,offer,167000,2009,09114 Chemnitz,09114,17/06/2024,06/12/2025,Dacia Sandero Ambiance 1.4 Euro 4,1350,Sandero,40,No Change,0,0.0,0,06/01/2025,16,0.01,79.41,No
2791171388,offer,71000,1975,89269 Vöhringen,89269,18/06/2024,06/12/2025,Dacia 1300,2990,Other,40,No Change,0,0.0,0,06/01/2025,50,0.04,58.63,No
2791283186,offer,120638,2008,24941 Flensburg,24941,18/06/2024,06/12/2025,Dacia Logan**Basis**AHK** HU&AU NEU**,3990,Logan,39,No Change,0,0.0,0,06/01/2025,17,0.03,221.67,No
2792144508,offer,7650,2023,26871 Papenburg,26871,19/06/2024,06/12/2025,Dacia Sandero TCe100 ECO-G Stepway Benzin/LPG Navi App,15989,Sandero,40,No Change,0,0.0,0,06/01/2025,2,2.09,5329.67,No
2792833694,offer,84662,2016,18233 Alt Bukow,18233,20/06/2024,05/12/2025,Dacia Logan MCV II Kombi Laureate,2200,Logan,11,Decreased,200,8.33,0,05/08/2025,9,0.03,220.0,No
2793105166,offer,13408,2021,14513 Teltow,14513,20/06/2024,06/12/2025,Dacia Spring Comfort Plus *Kamera*Navi*,10999,Spring,40,No Change,0,0.0,0,06/01/2025,4,0.82,2199.8,No
2794376781,offer,124998,2014,77731 Willstätt,77731,22/06/2024,06/12/2025,Dacia Logan MCV II Kombi Prestige/Mod. 2015/Navi/PDC,5900,Logan,41,No Change,0,0.0,0,06/01/2025,11,0.05,491.67,No
2798407088,offer,16500,2023,92318 Neumarkt i.d.OPf.,92318,27/06/2024,06/12/2025,Dacia Duster TCe 130 Extreme Extreme,19800,Duster,40,No Change,0,0.0,0,06/01/2025,2,1.2,6600.0,No
2799021475,offer,63300,2019,12277 Tempelhof,12277,28/06/2024,06/12/2025,"Dacia Duster II 1,6i Comfort Navi,Sitzheizung",13499,Duster,40,No Change,0,0.0,0,06/01/2025,6,0.21,1928.43,No
2801025378,offer,113000,2009,12529 Schönefeld,12529,30/06/2024,06/12/2025,"Dacia Sandero 1.4 MPI Ambiance, Servo, EFH,",2490,Sandero,40,No Change,0,0.0,0,06/01/2025,16,0.02,146.47,No
2801243160,offer,13900,2023,90471 Südoststadt,90471,09/04/2025,04/11/2025,Dacia Sandero Stepway Extreme+ 100 ECO-G,15690,Sandero,13,No Change,0,0.0,0,04/01/2025,2,1.13,5230.0,No
2803385976,offer,19427,2023,90471 Südoststadt,90471,08/05/2025,06/12/2025,Dacia JOGGER Extreme TCe 110 7-Sitzer Navi/Kamera,19960,Jogger,46,No Change,0,0.0,0,06/01/2025,2,1.03,6653.33,No
